,Symbol,Name,Sector,Industry,market,CIK
6850,UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance,nyse,0000005513
6851,UNP,Union Pacific Corporation Common Stock,Transportation,Railroads,nyse,0000100885
6852,UNVR,Univar Solutions Inc. Common Stock,Consumer Durables,Specialty Chemicals,nyse,0001494319
6853,UPS,United Parcel Service Inc. Common Stock,Transportation,Trucking Freight/Courier Services,nyse,0001090727
6854,URI,United Rentals Inc. Common Stock,Technology,Diversified Commercial Services,nyse,0001067701
6855,USA,Liberty All-Star Equity Fund Common Stock,,,nyse,0000799195
6856,USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Public Utilities,Natural Gas Distribution,nyse,0001522727
6857,USB,U.S. Bancorp Common Stock,Finance,Major Banks,nyse,0000036104
6858,U,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,Finance,Major Banks,nyse,0001810806
6859,USB,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,,,nyse,0000036104
6860,USB^M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,,,nyse,0000036104
6861,USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,,,nyse,0000036104
6862,USB^,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,,,nyse,0000036104
6863,USB^,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,,,nyse,0000036104
6864,USDP,USD Partners LP Common Units representing limited partner interest,Transportation,Railroads,nyse,0001610682
6865,USFD,US Foods Holding Corp. Common Stock,Consumer Non-Durables,Food Distributors,nyse,0001665918
6866,USM,United States Cellular Corporation Common Stock,Public Utilities,Telecommunications Equipment,nyse,0000821130
6867,USNA,USANA Health Sciences Inc. Common Stock,Consumer Durables,Specialty Chemicals,nyse,0000896264
6868,USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,Medical/Nursing Services,nyse,0000885978
6869,USX,U.S. Xpress Enterprises Inc. Class A Common Stock,Transportation,Trucking Freight/Courier Services,nyse,0000923571
6870,UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,,,nyse,0001275617
6871,UTI,Universal Technical Institute Inc Common Stock,Consumer Services,Other Consumer Services,nyse,0001261654
6872,UTL,UNITIL Corporation Common Stock,Public Utilities,Power Generation,nyse,0000755001
6873,UTZ,Utz Brands Inc Class A Common Stock ,Consumer Non-Durables,Packaged Foods,nyse,0001739566
6874,UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,Property-Casualty Insurers,nyse,0000891166
6875,UVV,Universal Corporation Common Stock,Consumer Services,Farming/Seeds/Milling,nyse,0000102037
6876,UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services,nyse,0001783398
6877,UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,Public Utilities,Telecommunications Equipment,nyse,0000821130
6878,UZB,United States Cellular Corporation 7.25% Senior Notes due 2063,Public Utilities,Telecommunications Equipment,nyse,0000821130
6879,UZC,United States Cellular Corporation 7.25% Senior Notes due 2064,Public Utilities,Telecommunications Equipment,nyse,0000821130
6880,UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Public Utilities,Telecommunications Equipment,nyse,0000821130
6881,U,United States Cellular Corporation 5.500% Senior Notes due 2070,Public Utilities,Telecommunications Equipment,nyse,0001810806
6882,V,Visa Inc.,Miscellaneous,Business Services,nyse,0001403161
6883,VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,Real Estate,nyse,0001524358
6884,VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Industries,Precious Metals,nyse,0000917851
6885,VAPO,Vapotherm Inc. Common Stock,Health Care,Medical/Dental Instruments,nyse,0001253176
6886,VAR,Varian Medical Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nyse,0000203527
6887,VBF,Invesco Bond Fund Common Stock,,,nyse,0000005094
6888,VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest,,,nyse,0001517767
6889,VCRA,Vocera Communications Inc. Common Stock,Capital Goods,Telecommunications Equipment,nyse,0001129260
6890,VCV,Invesco California Value Municipal Income Trust Common Stock,,,nyse,0000895531
6891,VEC,Vectrus Inc. Common Stock,Consumer Services,Diversified Commercial Services,nyse,0001601548
6892,VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares),Basic Industries,Precious Metals,nyse,0001370431
6893,VEEV,Veeva Systems Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001393052
6894,VEI,Vine Energy Inc. Class A Common Stock,Energy,Oil & Gas Production,nyse,0001693853
6895,VEL,Velocity Financial Inc. Common Stock,Finance,Finance: Consumer Services,nyse,0001692376
6896,VER,VEREIT Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001507385
6897,VER^F,VEREIT Inc. 6.70% Series F Cumulative Redeemable Preferred Stock,,,nyse,0001507385
6898,VET,Vermilion Energy Inc. Common (Canada),Energy,Oil & Gas Production,nyse,0001293135
6899,VFC,V.F. Corporation Common Stock,Consumer Non-Durables,Apparel,nyse,0000103379
6900,VGAC,VG Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001804591
6901,VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,,,nyse,0001528811
6902,VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),,,nyse,0000880892
6903,VGR,Vector Group Ltd. Common Stock,Consumer Non-Durables,Farming/Seeds/Milling,nyse,0000059440
6904,VHC,VirnetX Holding Corp Common Stock,Miscellaneous,Multi-Sector Companies,nyse,0001082324
6905,VHI,Valhi Inc. Common Stock,Basic Industries,Major Chemicals,nyse,0000059255
6906,VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share,Technology,Semiconductors,nyse,0001769116
6907,VICI,VICI Properties Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001705696
6908,VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,Consumer Services,Catalog/Specialty Distribution,nyse,0001529192
6909,VIST,Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,Energy,Oil & Gas Production,nyse,0001762506
6910,VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Public Utilities,Telecommunications Equipment,nyse,0001066119
6911,VKQ,Invesco Municipal Trust Common Stock,,,nyse,0000877463
6912,VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies,nyse,0001035002
6913,VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Transportation,Air Freight/Delivery Services,nyse,0001520504
6914,VLT,Invesco High Income Trust II,,,nyse,0000846671
6915,VMC,Vulcan Materials Company (Holding Company) Common Stock,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse,0001396009
6916,VMI,Valmont Industries Inc. Common Stock,Capital Goods,Metal Fabrications,nyse,0000102729
6917,VMO,Invesco Municipal Opportunity Trust Common Stock,,,nyse,0000884152
6918,VMW,Vmware Inc. Common stock Class A,Technology,Computer Software: Prepackaged Software,nyse,0001124610
6919,VNCE,Vince Holding Corp. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores,nyse,0001579157
6920,VNE,Veoneer Inc. Common Stock ,Capital Goods,Auto Parts:O.E.M.,nyse,0001733186
6921,VNO,Vornado Realty Trust Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000899689
6922,VNO^,Vornado Realty Trust Pfd S K,,,nyse,0000899689
6923,VNO^L,Vornado Realty Trust Pfd Ser L %,,,nyse,0000899689
6924,VNO,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,,,nyse,0000899689
6925,VNO^,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,,,nyse,0000899689
6926,VNT,Vontier Corporation Common Stock ,Capital Goods,Industrial Machinery/Components,nyse,0001786842
6927,VNTR,Venator Materials PLC Ordinary Shares,Basic Industries,Major Chemicals,nyse,0001705682
6928,VOC,VOC Energy Trust Units of Beneficial Interest,Energy,Oil & Gas Production,nyse,0001505413
6929,VOYA,Voya Financial Inc. Common Stock,Finance,Life Insurance,nyse,0001535929
6930,VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,,nyse,0001535929
6931,VPG,Vishay Precision Group Inc. Common Stock,Capital Goods,Electrical Products,nyse,0001487952
6932,VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),,,nyse,0000895528
6933,VRS,Verso Corporation Common Stock,Basic Industries,Paper,nyse,0001421182
6934,VRT,Vertiv Holdings LLC Class A Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0001674101
6935,VRTV,Veritiv Corporation Common Stock,Consumer Services,Paper,nyse,0001599489
6936,VSH,Vishay Intertechnology Inc. Common Stock,Capital Goods,Electrical Products,nyse,0000103730
6937,VST,Vistra Corp. Common Stock,Public Utilities,Electric Utilities: Central,nyse,0001692819
6938,VSTO,Vista Outdoor Inc. Common Stock,Capital Goods,Ordnance And Accessories,nyse,0001616318
6939,VTA,Invesco Credit Opportunities Fund Common Shares of Beneficial Interest,,,nyse,0001393662
6940,VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,,,nyse,0000883265
6941,VTOL,Bristow Group Inc. Common Stock,Transportation,Transportation Services,nyse,0001525221
6942,VTR,Ventas Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000740260
6943,VVI,Viad Corp Common Stock,Miscellaneous,Business Services,nyse,0000884219
6944,VVNT,Vivint Smart Home Inc. ,Technology,EDP Services,nyse,0001713952
6945,VVR,Invesco Senior Income Trust Common Stock (DE),,,nyse,0001059386
6946,VVV,Valvoline Inc. Common Stock,Basic Industries,Major Chemicals,nyse,0001674910
6947,VYGG,Vy Global Growth Class A Ordinary Shares,Finance,Business Services,nyse,0001822877
6948,VZIO,VIZIO Holding Corp. Class A Common Stock,Consumer Non-Durables,Consumer Electronics/Appliances,nyse,0001835591
6949,W,Wayfair Inc. Class A Common Stock,Consumer Services,Catalog/Specialty Distribution,nyse,0001616707
6950,WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Capital Goods,Railroads,nyse,0000943452
6951,WAL,Western Alliance Bancorporation Common Stock (DE),Finance,Major Banks,nyse,0001212545
6952,WALA,Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056,Finance,Major Banks,nyse,0001212545
6953,WAT,Waters Corporation Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments,nyse,0001000697
6954,WBAI,500.com Limited American Depositary Shares each representing 10 Class A shares,Consumer Services,Services-Misc. Amusement & Recreation,nyse,0001517496
6955,WBK,Westpac Banking Corporation Common Stock,Finance,Commercial Banks,nyse,0000719245
6956,WBS,Webster Financial Corporation Common Stock,Finance,Major Banks,nyse,0000801337
6957,WBS^,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,,,nyse,0000801337
6958,WBT,Welbilt Inc. Common Stock,Technology,Industrial Machinery/Components,nyse,0001650962
6959,WCC,WESCO International Inc. Common Stock,Consumer Non-Durables,Telecommunications Equipment,nyse,0000929008
6960,WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock,,,nyse,0000929008
6961,WCN,Waste Connections Inc. Common Shares,Public Utilities,Environmental Services,nyse,0001318220
6962,WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services,nyse,0001497770
6963,WDR,Waddell & Reed Financial Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,nyse,0001052100
6964,WEA,Western Asset Bond Fund Share of Beneficial Interest,,,nyse,0001163792
6965,WEC,WEC Energy Group Inc. Common Stock,Public Utilities,Power Generation,nyse,0000783325
6966,WEI,Weidai Ltd. American depositary shares each  representing one (1) Class A ordinary share,Finance,Finance: Consumer Services,nyse,0001734902
6967,WELL,Welltower Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000766704
6968,WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Public Utilities,Natural Gas Distribution,nyse,0001423902
6969,WEX,WEX Inc. common stock,Miscellaneous,Business Services,nyse,0001309108
6970,WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),Finance,Commercial Banks,nyse,0001264136
6971,WFC,Wells Fargo & Company Common Stock,Finance,Major Banks,nyse,0000072971
6972,WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,,,nyse,0000072971
6973,WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,,,nyse,0000072971
6974,WFC^L,Wells Fargo & Company Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,,,nyse,0000072971
6975,WFC^,Wells Fargo & Company Dep Shs Repstg 1/1000th Perp Pfd Cl A Ser N,,,nyse,0000072971
6976,WFC^,Wells Fargo & Company Depositary Shares Representing 1/1000th Perpetual Preferred Class A Series O,,,nyse,0000072971
6977,WF,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating,,,nyse,0001264136
6978,WFC,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg),,,nyse,0000072971
6979,WFC^,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series X,,,nyse,0000072971
6980,WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,,,nyse,0000072971
6981,WFC^,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,,,nyse,0000072971
6982,WFG,West Fraser Timber Co. Ltd Common stock,Basic Industries,Forest Products,nyse,0001402388
6983,WGO,Winnebago Industries Inc. Common Stock,Consumer Non-Durables,Homebuilding,nyse,0000107687
6984,WH,Wyndham Hotels & Resorts Inc. Common Stock ,Consumer Services,Hotels/Resorts,nyse,0001722684
6985,WHD,Cactus Inc. Class A Common Stock,Energy,Metal Fabrications,nyse,0001699136
6986,WHG,Westwood Holdings Group Inc Common Stock,Finance,Investment Managers,nyse,0001165002
6987,WHR,Whirlpool Corporation Common Stock,Consumer Durables,Consumer Electronics/Appliances,nyse,0000106640
6988,WIA,Western Asset Inflation-Linked Income Fund,,,nyse,0001254370
6989,WIT,Wipro Limited Common Stock,Technology,EDP Services,nyse,0001123799
6990,WIW,Western Asset Inflation-Linked Opportunities & Income Fund,,,nyse,0001267902
6991,WK,Workiva Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001445305
6992,WLK,Westlake Chemical Corporation Common Stock,Basic Industries,Major Chemicals,nyse,0001262823
6993,WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,Basic Industries,Major Chemicals,nyse,0001604665
6994,WLL,Whiting Petroleum Corporation Common Stock (New),Energy,Oil & Gas Production,nyse,0001255474
6995,WM,Waste Management Inc. Common Stock,Public Utilities,Environmental Services,nyse,0000823768
6996,WMB,Williams Companies Inc. (The) Common Stock,Public Utilities,Natural Gas Distribution,nyse,0000107263
6997,WMC,Western Asset Mortgage Capital Corporation Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001465885
6998,WMK,Weis Markets Inc. Common Stock,Consumer Services,Food Chains,nyse,0000105418
6999,WMS,Advanced Drainage Systems Inc. Common Stock,Capital Goods,Containers/Packaging,nyse,0001604028
7000,WMT,Walmart Inc. Common Stock,Consumer Services,Department/Specialty Retail Stores,nyse,0000104169
7001,WNC,Wabash National Corporation Common Stock,Capital Goods,Construction/Ag Equipment/Trucks,nyse,0000879526
